,text,Status
2963,"@VerizonSupport I just tried from a wired connection. Download speed at 153 mpbs, upload speed hovered at 0.5 mbps before ultimately asking me to try again later. I tried again and download speed hovered at 5 mbps and eventually failed.",TRUE
2964,@116660 Is it possible we can run this test from a wired connection to see what we are getting there? ^RMD,TRUE
2965,"@VerizonSupport Hi Jay, I was using the my Fios app",FALSE
2966,"@116660 That's strange can you try a different browser and redo the test? 
^JAY",TRUE
2967,@VerizonSupport @115725 ... when your “gigabit” internet is so slow that the Verizon speed test fails repeatedly... https://t.co/qsg0ov6rXp,FALSE
2968,"@116661 Is this happening on all TV's? It sounds like it could be a setting on the guide that could be skipping it if its not a part of your paid service.
^JAY",TRUE
2969,"@VerizonSupport All tvs, its a local channel so it's part of my basic service",FALSE
2970,"@116661 Do you know where your back up battery is located?
^JAY",TRUE
2971,@VerizonSupport Yes,FALSE
2972,"@116661 Just to be safe, could you press and hold the alarm silence button on it for 20 seconds so we can reboot it and ten reboot your cable box please. ^RMD",TRUE
2973,@VerizonSupport Done.. No changes,FALSE
2974,@116661 When you tune to channel 506 is that what your guide is saying should be on 466? ^RMD,TRUE
2975,"@VerizonSupport Yes. Guide for 466, the programs are airing on 506. 506 guide doesn't correspond to anything https://t.co/pDEGjNS9ox",FALSE
2976,@116661 Seems that channel is in the process of moving. It will match up again within the next couple of days. ^RMD,TRUE
2977,@VerizonSupport It's been like this for weeks. Can you confirm?,FALSE
2978,"@VerizonSupport No, it's not selectable on guide or directly entering #. It goes to 455 instead",FALSE
2979,"@116661 So are you seeing a black screen with the channel information at the bottom?
^JAY",FALSE
2980,@VerizonSupport Yes,FALSE
2981,"@116661 Does that channel appear on your guide?
^NHP",FALSE
2982,"@VerizonSupport No message, can't tune to it at all",FALSE
2983,"@116661 What message are you receiving when you tune to this channel?
^JAY",FALSE
2984,@VerizonSupport Correct,FALSE
2985,"@116661 Are you stating that 466 is not available to you? 
^ADP",FALSE
2986,"@VerizonSupport Channel 506 is WBIN-TV, it was 466 which data is right",FALSE
2987,"@116661 The broadcaster (WBIN) gives us what to put on the guide, we cannot change it.  There might be an out of Sync issue however.  Unplug an unscrew the COAX on the back of your router.  Wait 2 min then plug back up.  Once the internet comes back do the same to the cable box.
^ACM",TRUE
2988,@VerizonSupport can you fix the guide data for channel 506 WBIN-TV. The correct info is listed on channel 466 still which is no longer available,FALSE
2989,"@116662 You're welcome.
^NHP",TRUE
2990,@VerizonSupport ty,FALSE
2991,"@116662 After testing the trace-routes, there is an issue with Blizzards Servers right now, it is not on our end. Please reach out to them for assistance/updates. ^ACM",TRUE
2992,"@116655 Heyy so I am having trouble connecting from central jersey on fios, saw that others are having issues as well?",FALSE
2993,"@116663 We're concerned to hear this, Omar. Is there anything we can help you with? ^Jane",TRUE
2994,@British_Airways The staff in the counter issued the boarding pass for me and my wife but they didnt board us on the plane,FALSE
2995,@116663 contact telephone number. We'll look at it for you. Thanks. 2/2 ^Liz,TRUE
2996,"@116663 Hi Omar. Please can you DM more information? Please include your booking reference, your full name, email address and 1/2",FALSE
2997,"@British_Airways i hope you can help me, becuse the way i am treated it's totally unacceptable.",FALSE
2998,"@116664 We're so sorry to hear this, Tracey. Have you managed to speak to our BA Holidays team? ^Jane",TRUE
2999,@British_Airways We have but not satisfactorily. Can you DM me please,FALSE
3000,"@116664 Unfortunately we're unable to help you with BA Holidays bookings, Tracey. We're sorry to disappoint you. ^Jane",TRUE
3001,@British_Airways Can you tell me who can.,FALSE
3002,"@116664 You would need to speak with our Holidays team, Tracey. Sorry for any inconvenience. ^Lisa",TRUE
3003,@British_Airways I’ve spoken to 5 so far.All telling me different things.Nobody seems 2 be able 2 sort this.A holiday isn’t meant 2 cause this much stress.,FALSE
3004,"@116664 We're sorry we can't help, but their telephone number is 0344 493 0787 option 1 (calls are charged at local rate). They're open 07:30-20:00^",FALSE
3005,@British_Airways booked us into @103574 @73772 when it’s closed wish I’d used @116665 #disappointed #noholiday,FALSE
3006,@116666 following link: https://t.co/SIhdl3TbaN. ^Jane 2/2,FALSE
3007,@British_Airways can you please provide me with your complaints procedure?,FALSE
3008,"@116667 You're more than welcome, Cindy. If you need any further help please don't hesitate to come back to us.^Jo",TRUE
3009,@British_Airways Thank you for your personal call &amp; help today. I now have my receipt &amp; confirmed tickets.,FALSE
3010,@116667 the ticket is not reissued quickly enough. The Fares team will reissue your change soon. We're sorry for the delay. ^Kit 2/2,TRUE
3011,@British_Airways British Air keeps losing the CIV # to charge my flights. Been going on since early October. Poor customer service.,FALSE
3012,@116668 We can try and help Kevin. Please DM a contact telephone number and time we can contact you. ^Oliver,TRUE
3013,"@British_Airways 00447900248601, anytime today",FALSE
3014,"@116668 Hi Kevin, I'm sorry we haven't been able to contact you today. I'm afraid you'll need to input your missing baggage information 1/2",TRUE
3015,"@116668 through Kuwait Airlines, which will be why our site isn't accepting your World Tracer. It would be best to reach out to them. 2/2 ^Kimbers",TRUE
3016,"@British_Airways I have had enough of this terrible customer service, k airw do not reply to my requests for update. I paid b airways, you delayed the flight",FALSE
3017,@116668 You’d need to speak to Kuwait Airlines directly to discuss reimbursement or compensation. 2/2^Corry,TRUE
3018,@British_Airways Can you send me prooft that the bag was transferred to kuwait airways at hesthrow?,FALSE
3019,"@116668 therefore, we cannot confirm any information. ^Monica 2/2",FALSE
3020,"@116668 I’m sorry Kevin, but you need to contact Kuwait Airways. We don’t have access to their tracer 1/2",TRUE
3021,"@116668 We’re sorry we’re unable to you, Kevin. The agreement between airlines is the last carrier, is the carrier to assist with delayed baggage.",FALSE
3022,"@British_Airways Please advise how yo get compensation for lost bag, ihave  spent far too long chasing this, never had this problem with other airlines",FALSE
3023,"@British_Airways Help, Can someone actually help, have tried inputting info onto missing baggage on ie, chrome and apple. 8 days waiting for bag. A mess",FALSE
3024,"@British_Airways Kevin drayne __email__ 00447900248601. Onthis business trip, i had to buy add’l clothes, please advise on this",TRUE
3025,"@116668 booking reference, email address and contact telephone number. Please also use this link https://t.co/YKl4na7MJj to check online 2/2. ^Oli",TRUE
3026,"@British_Airways Have filed report with kuwait airlines, their file ref kwiku14346 hope this helps",TRUE
3027,@116668 reference no. so you  can keep a track of the bag's status. The system is automated and we'll work hard to get your bag back to you. ^J 2/2,TRUE
3028,"@British_Airways Your rep at hrow assured me it would be on Kuwait airlines, it was not. Went to  their baggage reclaim, they are waiting for you to send it",FALSE
3029,"@116668 Hi Kevin. If Kuwait Airlines was the airline who you last traveled with, you would need to contact them regarding your delayed bag. ^Lolly",TRUE
3030,@British_Airways Kuwait airlines leaving heathrow on monday afternoon,FALSE
3031,"@116668 Which airline operated your last flight, Kevin? ^Lisa",TRUE
3032,"@British_Airways No, when i was in hrow, they took the old tickets off me which had the  ref. No Was told it would be on kuwait airlines monday anoon flight",FALSE
3033,"@116668 Hi Kevin, you should have a WorldTracer reference number to allow you to view updates. Do you have this at all? ^Teresa",TRUE
3034,"@British_Airways  where is my missing bag ? On br airways flight to bfast hrow kuwait, delayed flightput on K airlines mon anoon  veryupset",FALSE
3035,"@116669 That's great to hear, Stephen. We'll pass your lovely comments on. ^Helen",TRUE
3036,Hi @British_Airways I flew BA198 from Mumbai to London today and my cabin crew called Victor &amp; Sarah were the best cabin crew ever. #payrise,TRUE
3037,"@116670 Hi Jake, our short-haul Euro traveller cabin operates a buy on board menu, all other flights have complimentary meals. ^Helen",TRUE
3038,"@British_Airways That's fine, but when a budget airline such as KLM can provide complimentary food for a fraction of the price, it is laughable!",FALSE
3039,"@116670 We'll make sure your comments are passed on about the catering options we offer, Jake. ^HP",TRUE
3040,Can't believe @British_Airways don't provide free food on flights costs £300+ but @116671 are happy to do so at £45. Rip off Britain! 😂,FALSE
3041,"@116672 Hi Chris. We protect sellers on the site, if you come across a buyer who you believe is taking advantage of our policies or circumventing them, you can report them: https://t.co/VAhk4kfDZk. You can also block or set buyer requirements to avoid these situations (1/2)",FALSE
3042,"@AskeBay when are you going to correct the inbalance for sellers, they need to be able to mark buyers as time wasters and liars.",FALSE
3043,"@116673 Shadi, I can help with the box trouble. To get started, please DM your phone or account number and full address.-CP",TRUE
3044,"@ComcastCares
#mobile_Care I am setting up my tv box and it has been frozen on select your languages for about 15 minuets.",FALSE
3045,@116674 Can you send us a DM when you have a moment? -LT,TRUE
3046,@comcastcares Just did,FALSE
3047,"@ComcastCares
#mobile_Care I have all premium channels but when I go to view on demand it says I need to subscribe? But I’m subscribed",FALSE
3048,@116674 Thank you for bringing this to our attention regarding the On Demand issues you've experienced. I am here to help.,FALSE
3049,"@116675 Aww, Happy Hallow's Eve! 

Or Halloween, whichever you prefer :). -BG",FALSE
3050,@comcastcares 🎃,FALSE
3051,"@116675 Understood and I'm glad to hear you have a service visit. 

We're here 24/7 and are happy to help whenever you're ready. -BG",FALSE
3052,@comcastcares On 11/3. Frankly you guys could do better!!,FALSE
3053,"@116675 Hi Gina. I can help turn those troubles around. Send me a DM with your full name, service address and phone number on the account. -BG",TRUE
3054,@116136 @comcastcares fails to deliver quality service. Have dealt w/ them all day &amp; still no resolution. #comcastdoesntcare #ihatecomcast,FALSE
3055,"@116676 Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules",TRUE
3056,@115900 If you just want to tell me if there's internet outages in Salisbury Mass that'd be great.,FALSE
3057,"Hey @115900 my password is saved on my laptop, my internet isn't working, and I can't check outages without signing in.. weird way to do it",FALSE
3058,@116677 I'd like to ask are you able to send over a DM so I can look into this further? -DSC,TRUE
3059,@comcastcares Don't sports have entire channels dedicated to them? Why is #jeopardy being preempted for baseball right now?,FALSE
3060,@116678 Can you please DM us your account info so we can assist with any connectivity issues? -FRL,TRUE
3061,@comcastcares My upload speeds are trash. Explain.,FALSE
3062,@116679 I'd be happy to assist you with any issues you’re having with your internet service. Please shoot us a DM so that we can help. -IB,TRUE
3063,"XFINITY decided to reset my internet again :D Had to restart stream, Live again https://t.co/vlGtF0UAit",FALSE
3064,@116680 Sorry about the trouble setting up new service.  Please send us a DM so I can assist.--JV,TRUE
3065,"@comcastcares Trying to call to set up new service... asks for phone # and zip code, says it’s transferring me then it hangs up. Twice now.",FALSE
3066,"@116681 Hello, thanks for reaching out about your concerns and I'm happy to help. Can you DM the full address? ~AT",TRUE
3067,@116136 @comcastcares i guess i pay 200 a month for 12 hours of THIS right? Thats what im paying for? https://t.co/OqVrO1etdS,FALSE
3068,"@116682 Our service should be consistent all across the board, Stuart. So sorry if you experienced otherwise.",FALSE
3069,@AmericanAir It’s fine. The people on line handled fantastic. I would just hope that all are empowered to make decisions to help the customer.,FALSE
3070,"@116682 We're glad that our team was able to help, but we appreciate this feedback.",FALSE
3071,When I email @AmericanAir I get the best customer service. Why the people on the phone aren't enabled to do the same just baffles me.,FALSE
3072,@116683 Congrats on getting married! We're looking forward to having lots of excited wedding guests. That's a fantastic deal!,FALSE
3073,Anyone who needs to book a flight for our wedding: DO IT NOW! Round trip only $85 with @AmericanAir 💍✈️,FALSE
3074,"@116684 Whoa, what's going on that you're feeling this way towards us?",FALSE
3075,@AmericanAir Charging me $50 dollars to bring in a gift bag today was uncalled for. I can fly with anyone. I’m done just throwing money away.,FALSE
3076,@116684 It sounds like you had a Basic Economy ticket. You're only able to have one personal item underneath the seat when you have this ticket type,FALSE
3077,@AmericanAir Here is a customer service tip! This $50 just cost you thousand of dollars moving forward. I hope your CEO learns from this!,FALSE
3078,@AmericanAir That’s ok I will fly with @48751 from now on at least I know I will be on time and they will let me bring what I want! Bye AA,FALSE
3079,Today is the day that @AmericanAir lost my business for the rest of my life as well as everyone in my family.,FALSE
3080,@116685 We're to help! I'm replying to your DM right now :) *ByronEdwards,FALSE
3081,@115911 Y'all fucked up and acting like you can't fix it without the primary member otp but she can't use her phone because of y'all fuck up🤷🏾‍♀️,FALSE
3082,@116685 Hey now. Use your nice words first. What can we do for you? *ErikS,TRUE
3083,Bitch I'm like two seconds away from cussing @115911 tf out 🙄,FALSE
3084,"@116686 We'd love to provide you all the details, please DM for info! *JohnWard",TRUE
3085,@115911 how much for the iPhone x with the jump? I’m not spending $200 plus on a phone 😂 sry,FALSE
3086,"@116687 Not on my watch! Shoot me a DM, and I'll save the day! *DannyHarvey",TRUE
3087,@115911 @116688 The code doesn't work and I was just charged for a movie 😡,FALSE
3088,"The movie’s on us. The screams are all yours 😱

Get a free Halloween movie rental from @116688 &amp; #TMobileTuesdays. https://t.co/KTSXk2hcnM",FALSE
3089,@116689 We can help with that too!  We're just a DM away :) *JohnWard,TRUE
3090,@115911 @116690 I need my pic to upload,FALSE
3091,"@116690 We're always here to help, and only a DM away! Just let us know what you need and we'll assist :) *JohnWard",TRUE
3092,@115911 Don't get me wrong I appreciate the effort but the app is getting too hard to use for what uselessness I get out of it,FALSE
3093,@116690 All of the prizes are located in our #TMobileTuesdays app! Hopefully next week will have you falling head over heels. *JamieK,TRUE
3094,"@115911 Where's the prizes, this T-Mobile Tuesday things starting to suck scratch that it's been sucking!",FALSE
3095,"@116691 Hey Paul, it´s a bummer to hear you´re having this issue and not been able to play. Please shoot me a DM, I´ll help you out! ^MH",TRUE
3096,@ATVIAssist @116691 HELP ME HELLO?,FALSE
3097,@ATVIAssist @116691 Lol,FALSE
3098,@ATVIAssist @116691  https://t.co/14BrqcOhlE,FALSE
3099,"@ATVIAssist Reported, also posted advice to help some others who are crashing no doubt due to using “Extra” settings https://t.co/WpDisp7oMb
@115765",FALSE
3100,@116691 Feel free to leave your feedback &amp; suggestions for CoD: WWII at the following link: https://t.co/RCAhIyIMzJ  ^CB,TRUE
3101,"@115765 @116694 Game was great on PC last night. Today’s small updates have ruined it. Not as smooth on the mouse, directx crashes. Top leaderboard player loses his points when it crashes….",FALSE
3102,"STATUS UPDATE: As mentioned yesterday afternoon, the game update on console last night improved Gamebattles matchmaking on Dedicated Servers. Continuing testing on all platforms and generating fixes. Be on the lookout for upcoming Game Updates.",FALSE
3103,"STATUS UPDATE: Global Dedicated Server support remains active. Continuing Gamebattles testing with an update tonight. HQ tests in progress around the world, and you may find yourself in a fully populated HQ. If not, you can still invite friends into your HQ. More intel to come.",FALSE
3104,"@116695  Hi there, please send us a DM for further assistance. ^RK https://t.co/c9WoAfwenP",FALSE
3105,@ATVIAssist @116695 HELP ME HELLO??,FALSE
3106,"@115765 @ATVIAssist @115766 having issues with my game WWII, from missing attachments for guns, blank lobby screens. Are any of the disc defected. Bought mine from tesco £36 https://t.co/dRjAlXTgCx",FALSE
3107,"@116696 2/2  If you suspect a player of cheating, please use the in game reporting tool. Thanks. ^AV",TRUE
3108,@ATVIAssist @116696 HELP ME IVE TWEETED U LIKE 10 TIMES,FALSE
3109,"@116697 @116698 @115765 I don't mean to sound out of hand but what do you mean ""If there"" it's clear to differentiate whom dedicates themselves and those who have cheated. Max level with 100 and 200 games played? @ATVIAssist",FALSE
3110,Help @116698 @115765 We are dropping places due to boosters. Please can you rectify the leaderboards. Many thanks https://t.co/AGFV0iuwCy,FALSE
3111,@116699 Services are still meeting with delays at Preston while the station is closed. ^SB,TRUE
3112,@VirginTrains Are the passengers still stuck,FALSE
3113,#VTUPDATE Some lines will be reopened shortly https://t.co/2KqKJLRjei,FALSE
3114,@116700 cheers fam ^LB,TRUE
3115,"Everyone: Flying sucks on halloween.
@SouthwestAir: we got you, fam. https://t.co/wyuYiy3buh",FALSE
3116,@116701 Thanks for reaching. You can add your Rapid Rewards number here: https://t.co/Hx9OoqeXsz. We can't wait to welcome you onboard. ^CD,TRUE
3117,Hmmm. How do I add points to my RR when a reservation was not made by me? I do hope they can be tacked on! 😍😘🎃 @SouthwestAir,FALSE
3118,"@116702 We aim to please, Alex! Your love means the world to us, and we can't wait to share the skies with you again soon! ^MK",TRUE
3119,@SouthwestAir thanks for letting us be 10! https://t.co/77LkhO370D,FALSE
3120,"@116703 It was a pleasure having you onboard, Jenn. Come back and see us again soon! ^MA",TRUE
3121,Thank you @SouthwestAir for making my 6 hour  flight smooth from DCA to SFO and your fall spirit 🌻 https://t.co/qVDeov0gYR,FALSE
3122,@116704 We wouldn't trust anyone else to bring our planes in! Thanks for sharing this photo. Happy HalloWN! ^SL,TRUE
3123,Hey @SouthwestAir you have a future employee ready to bring the @116705 737 Max in. #transfarency #IFlySWA #HappyHalloween17 https://t.co/l6l2wQsx5v,FALSE
3124,"@116706 Sounds like your Halloween is going well, Johnny! Send us a DM, and we'll send a gift your way.",FALSE
3125,when you board a plane and they tell you to pick a whole row to yourself ❤️ @SouthwestAir,FALSE
3126,@116707 That flight looks LIT! ^VP,TRUE
3127,@SouthwestAir It's the only way/airline I fly!,FALSE
3128,This is how I fly on Halloween @SouthwestAir https://t.co/LSMtsh4c6J,FALSE
3129,"@116708 Oh no! You can add your flights here, Rachel: https://t.co/wfZc57xT2X ^SL",TRUE
3130,".@SouthwestAir I didn’t get my points from my last flights, who should I contact about that?",FALSE
3131,"@116709 We're truly sorry to hear that, Hunter. Did you file a report with our Baggage Agents yet? ^VP",TRUE
3132,"So, just opened my guitar case to do a cover for you guys after getting home last night and my guitar is broken... wtf. @SouthwestAir",FALSE
3133,"@116710 We having you onboard, Susan! Send us a DM, and we'll send a treat your way.",FALSE
3134,"@116711 @SouthwestAir So true, I love flying SW!",FALSE
3135,"@SouthwestAir Every time I have flown on Southwest, the employees seemed happy and friendly. You don’t get that with the other airlines.",FALSE
3136,"Every seat has a story. Tweet your favorite Southwest story w/ #175stories, and we'll share our favorites! https://t.co/9QZY7JA6iV",FALSE
3137,"@116712 Thanks for the shout out, Carmen! We'll make sure the Crew feels the LUV for a job well done!  See you again soon! ^MK",TRUE
3138,“We’re preparing for takeoff so tell them you love them and hang up. Or if you don’t love them just hang up.” - my @SouthwestAir attendant,FALSE
3139,@116713 We tend to have a spook-tacular time at work! Hope to see you onboard soon. ^SL,TRUE
3140,The @SouthwestAir social media people are A-1 😂😂😂 https://t.co/qCWS6Zg9I3,FALSE
3141,"@116714 This is the version we're able to offer from the content provider, but we'll be sure to share your feedback!",FALSE
3142,@hulu_support Ok thanks.,FALSE
3143,@hulu_support It was the last episode of season one. The final scene is incorrect. It’s from another episode.,FALSE
3144,"@116714 Hi, Mike! We post content as received by the provider. If you let us know ep #'s and more details, we'd be happy to investigate.",FALSE
3145,@hulu_support l’m watching episodes of Lost in Space and they are not complete. I compared them with ones on YouTube and parts are missing.,FALSE
3146,@116715 Not a problem. I would suggest checking back as engineering works can mean services are altered. Phil.,FALSE
3147,"@GWRHelp Thankyou, I just mentioned it as I've got a ticket for that one &amp; was a bit worried it had disappeared off the timetable that's all.Cheers!",FALSE
3148,@116715 Upgrade work is taking place though December. The timetable is being revised and is expected to be confirmed by the end of the week. Phil.,FALSE
3149,"@GWRHelp Hi,just wondering why the 2345 sleeper isn't showing when I do a search for Paddington to Penzance on December 21st? Thanks",FALSE
3150,"@116716 Good day, please disregard the text message that you are receiving concerning your device being ready to pick. -KK",TRUE
3151,@sprintcare @116716 Lol it just gets worse 😂,FALSE
3152,Ugh @115714 stop being such a tease https://t.co/OA5gkGMduc,FALSE
3153,@116718 Great! Have you registered at https://t.co/drNtYldHij?,FALSE
3154,@115714 Sprint always going the distance for you coast to coast and beyond,FALSE
3155,Don't miss the chance to win a 2018 Jeep® Cherokee Overland! Follow and tweet #JustForYouSweepstakes https://t.co/0ln1IucU7E,FALSE
3156,"@116719 Hello, I will be glad to answer any questions you have about your account or you bill. Please send me a dm. -STS",FALSE
3157,Peeps my @Ask_Spectrum  is going up $50 next month. What are y'all using for over the air and cord cut?,FALSE
3158,@116720 Hi Eric .Booking is already confirmed.Thanks-Emir,TRUE
3159,@AirAsiaSupport Tan khai wah. __email__ https://t.co/vngoPdEpTp,FALSE
3160,"@116720 Kindly DM us full name,email and flight details. We will get it checked in more details. Thanks - Ed",TRUE
3161,@AirAsiaSupport Shown debited https://t.co/M7204q3u1m,FALSE
3162,"@116720 Hi There, sorry about this. may we have the screenshot of the payment slip to forward to relevant team. Thank you. -Prabu",TRUE
3163,@AirAsiaSupport Pls check because my credit card got debited RM676.90 on 24/9/2017. Please take it seriously for this allegation.,FALSE
3164,"@116720 Hi there, there is no payment transaction has been made on your booking number and it is expired. -Jimy",TRUE
3165,@AirAsiaSupport name correction my case number 494610,TRUE
3166,"@116721 Sorry, did you receive your order or manage to speak with anybody? - Ceri",TRUE
3167,@Tesco No. did not receive email nor phone call yesterday. It’s completely unacceptable. I’m going to work now so this is going to be problematic.,FALSE
3168,"@116721 Hi, can you DM me with your account name, address, telephone number and email? Ty Andrew",TRUE
3169,@Tesco food delivery due between 9-10pm. Still not arrived. Customer services did not answer call. Services now closed. What should I do? https://t.co/xSuRPWAivN,FALSE
3170,"@116722 They're absolutely fresh, but we don't make those in-restaurant by hand. -Becky",TRUE
3171,"@ChipotleTweets are you telling me these tortillas aren't fresh, becky?",TRUE
3172,@ChipotleTweets so where do the tortillas come from?,FALSE
3173,"@116722 We make our chips by hand, every single day. I'm sorry for any frustration they're an extra charge. -Becky",TRUE
3174,why can't i get chips instead of a tortilla from @ChipotleTweets for free?,FALSE
3175,@116723 It's definitely in the running. -Becky,TRUE
3176,Best chipotle costume ? @ChipotleTweets #chipotle https://t.co/tXbPy0L26R,FALSE
3177,@116724 Thanks for stopping by! -Becky,TRUE
3178,"$3 burritos at @ChipotleTweets  with costume??
Don't mind if I do! #stuffed",FALSE
3179,@116725 That's troublesome to see. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
3180,I know Halloween is supposed to be scary but a piece of bone in my chicken is a little too far @ChipotleTweets https://t.co/PZLZQ3a5p3,FALSE
3181,@116726 Nicely done! -Becky,TRUE
3182,The only reason to spend thousands on a fursuit! $3 burritos at @ChipotleTweets !!!! https://t.co/d4wWK5BEmk,FALSE
3183,"@116727 As long as everything fits comfortably inside your meal, it'll be the $3. -Becky",TRUE
3184,"@ChipotleTweets For the boorito offer, if you order half steak, half chicken and then extra steak, it would still be $3, right?",FALSE
3185,@116728 It's not a Halloween prank – I'm sorry. We turned it off for the Boorito promotion tonight. -Becky,TRUE
3186,"@ChipotleTweets The $3 burrito is cool, but can I order online w/o being redirected to the $3 burrito page or is this a Halloween prank?",FALSE
3187,@116729 I'm confident it'll be worth the wait! -Becky,TRUE
3188,Went to @ChipotleTweets dressed up as Napoleon Dynamite and the line was out the door. So disappointed 😔,FALSE
3189,@116730 Yas! I love it. -Becky,TRUE
3190,@ChipotleTweets Update https://t.co/eiEltDWkcz,FALSE
3191,Should I wear an inflatable cow costume to @ChipotleTweets in order to get a $3 burrito?,FALSE
3192,"@116731 I'd be a sad cone, too. I'm sorry. Let a manager know about this next time you're in so we can make amends. -Becky",TRUE
3193,"@ChipotleTweets Thanks for your help, Becky.",TRUE
3194,@ChipotleTweets I ordered chips but they forgot to put it in my bag.... now I’m sad.. a sad cone https://t.co/6nIx4BEqHm,FALSE
3195,@116732 We should have a couple of those available. -Becky,TRUE
3196,@ChipotleTweets I need limes!,FALSE
3197,"@116696 Hi there, I apologize for the delayed response. The issue is being looked into. 1/2 ^AV",TRUE
3198,@116733 Please try uninstalling / reinstalling CoD: WWII. I know this may take some time but keep me updated on the results. ^CB,TRUE
3199,@ATVIAssist @116733 HELP ME HELLOOOOO,FALSE
3200,@ATVIAssist @116733 I’ve done that too but I get the code 102780,TRUE
3201,@ATVIAssist Well I️ tried that yet it still doesn’t work I’ve unplugged my console reinstalled the game and everything still giving me the same thing.,FALSE
3202,@ATVIAssist It still keeps giving me the same message.,FALSE
3203,@116733 Can you please try resetting your modem / router and clearing your console's cache (https://t.co/8flXKTmw8y) to fix this. ^CB,TRUE
3204,@ATVIAssist your game broke. I️ keep getting an update failure? Error code:1,FALSE
3205,"@116735 Hey there, are you having issues with your WWII code? Shoot me a DM, I´ll be happy to help!",FALSE
3206,@ATVIAssist @116735 HELLO HELP ME REPLY TO DM,FALSE
3207,Who Have WW2 Code? DM Me! @115766 @517,FALSE
3208,"@116736 Hey Lili, we´re aware and working on this, hopefully it gets resolve asap. Have a great one! ^MH",TRUE
3209,"@ATVIAssist Thank you for the reply, appreciate it.",FALSE
3210,@115765 fix Pointe Du Hoc please,FALSE
3211,"@116737  Hi there, please send us a DM for further assistance. ^RK https://t.co/c9WoAfwenP",FALSE
3212,@ATVIAssist @116737 REPLY TO DM LOL HELLO,FALSE
3213,@116692 @ATVIAssist Wym,FALSE
3214,@116737 @ATVIAssist They're the most awful support team they don't give a fuck about the players and don't actually help with anything,FALSE
3215,@115765 when u gonna fix hq for xbox,FALSE
3216,@116738  and it will continue to become more common to find yourself in a fully populated HQ. ^AV,TRUE
3217,@ATVIAssist @116738 When though that’s what we all want to know,FALSE
3218,@ATVIAssist @116738 Yes wonderful just like i did then a bit later i get kicked off error code 5,FALSE
3219,"@ATVIAssist hey my headquarters still aren't populated, is there a fix for this",FALSE
3220,"@116738 2/2 We are currently in the process of testing HQ around the world, ^AV",TRUE
3221,"@116738 Hey Matt, apologizes for the late reply. we are experiencing a high volume of contacts. 1/2 ^AV",TRUE
3222,@116741 I'm sorry to hear this. Please let our team know at the link:  https://t.co/0f6pFdYU9j -Jen,TRUE
3223,This was a good idea in theory but now I have a tummy ache :(((( https://t.co/lnIneXSE3i,FALSE
3224,@116742 That seems odd. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
3225,@ChipotleTweets I was getting a BOOrito while your employees ordered Pizza Hut. Please tell me this is a Halloween trick to scare customers. https://t.co/cPQwzeL8uV,FALSE
3226,"@116743 Online ordering is turned off tonight for our annual Boorito promo, but it'll be back on tomorrow. -Becky",TRUE
3227,@ChipotleTweets Definitely threw our plans out of whack. Maybe more communication next time...,FALSE
3228,@116743 We always welcome suggestions to improve here: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
3229,.@ChipotleTweets what's up with the app and online ordering being down?!!,FALSE
3230,@116744 Thanks for coming in! What did you get? -Becky,TRUE
3231,@ChipotleTweets I got a chicken Boorito with queso,FALSE
3232,@116744 🤤 -Becky,TRUE
3233,Thanks for the $3 Boorito™ @ChipotleTweets https://t.co/fN5bTwgvAg,FALSE
3234,@116722 @ChipotleTweets Maybe they are just charging for the extra step to turn tortillas into chips?,FALSE
3235,@116722 @ChipotleTweets You can get a tortilla on the side.,FALSE
3236,"@116745 @ChipotleTweets hope, be on my side",FALSE
3237,"@116722 @ChipotleTweets Just trying to offer a possible alternative, although I know it's not the same",FALSE
3238,"@116746 It's shut off tonight for our annual Boorito promotion, but it'll be turned back on tomorrow. -Becky",TRUE
3239,@ChipotleTweets Why can’t I order online?,FALSE
3240,@116747 I'm pleased to hear you received it on time. If there is anything else that you need help with please let us know. - Ceri,TRUE
3241,"@Tesco Hey no problem, yeah it was delivered just fine, just a couple minutes late I just wondered why he was sat out there for 15 minutes is all 😊",FALSE
3242,"@116747 Hi Robyn, sorry for the delay in getting back to you. Can you please confirm if the delivery was made successfully? Thanks - Craig",TRUE
3243,@Tesco why is your grocery delivery guy just sitting outside when he only has 4 minutes left to deliver my groceries?,FALSE
3244,"@116748 Thanks Katie, I've fed this back for review with the relevant team. Hope you have a great time. Maclaine",FALSE
3245,@sainsburys I’m so glad I didn’t pay the original toy sale price of £30 like my friend really disappointed as I do this sale every year!!,FALSE
3246,@116748 I'm sorry about this Katie. Can you let me know what store you shop in please so I can log this for internal review? Shaun,TRUE
3247,@sainsburys I just wanted to say how disappointed I am at the fact your store reduced items further after the toy sale! #outofpocket,FALSE
3248,@116749 It is showing that this package was left at the front door. Please DM us your complete address. ^AC https://t.co/wKJHDXWGRQ,FALSE
3249,@115817 package said to be delivered. No one at office remembers or signed for. Can you confirm who received? 1zy__credit_card__,FALSE
3250,@116750 Please reach our Financial Services group at 888-780-3962. ^RMD,TRUE
